X,Y,OBJECTID,PARCELID,PROPERTY_UNIT,WARDID,PLANNINGCOMMUNITYID,NEIGHBOURHOOD_ASSOCIATIONID,ADDRESS,APPLICATION_NO,STATUS,APPLICANT,PROPERTY_OWNER,FOLDERRSN,FOLDERYEAR,FOLDERNAME,FOLDERTYPE,SUBTYPE,PRIMARY_PROPERTY,ISSUED_BY,DESCRIPTION,COMBINED_APPLICATION,INDATE,PUBLIC_STATUS_UPDATE,PSI_MTG_DATE,DSD_MTG_DATE,NHBD_MTG_DATE,NHBD_SA_MTG_DATE,COUNCIL_MEETING_DATE,DRAFT_APPROVAL_DATE,REGIONAL_APPROVAL_DATE,REMOVAL_DATE,FINAL_DATE,HIGHLIGHT_APP,EXISTING_OPA_LANDUSE,PROPOSED_OPA_LANDUSE,EXISTING_ZONING,PROPOSED_ZONING,EXISTING_LANDUSE,PROPOSED_LANDUSE,PROP_MAX_RES_UNITS_INCIR,PROP_MAX_RES_UNITS_DA,PROPOSED_COMMERCIAL_HA,PROPOSED_INSTITUTIONAL_HA,PROPOSED_PARKLAND_HA,PROP_SIZE_HA,CONTACT_EMAIL,CONTACT_PHONE,CONTACT_TTY,PUBLIC_STATUS_DESC,AMANDA_STATUS_DESC,IMAGE_DESCR,IMAGE_LINK,THUMBNAIL_LINK,SORTID,GlobalID
541065.8134,4811101.3524,129,50000107,1053892,11,1,7905,200  KING ST W,OPA23/020/K/KA,Adopted,CITY OF KITCHENER,CITY OF KITCHENER,697782,23,Enabling Four Units,Official Plan Amendment,Combined,1053892,"Katie Anderl, MCIP, RPP","City Initiated Project to enact zoning regulations which may allow 4 dwelling units on any lot which may permit singles, semis or street-fronting townhouses.  C/R ZBA23/035/K/KA.",ZBA23/035/K/KA,2023/11/07 00:00:00+00,This application has been approved by the Region of Waterloo and the file is now closed.,03/25/2024,,01/17/2024,,03/25/2024,,,,,No,,,,,,,,,,,,,Katie.Anderl@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_697782.pdf,3811bb2d-ab4d-4800-a24d-7d3a2cb47637
540761.2825,4805733.9689,130,50022421,1022850,6,54,7743,1198 FISCHER HALLMAN RD,DC23/001/F/TZ,Issued,,,672000,23,1198 FISCHER HALLMAN RD,Demolition Control,Demolition Control Application,1022850,"Tara Zhang, BES",To allow redevelopment of the site.,,2023/01/06 00:00:00+00,,,,,,,,,20250430,2024/04/30 00:00:00+00,No,,,,,,,,,,,,,Tara.Zhang@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,35e7c06d-f102-4d06-9260-a5ae7a9967b4
538514,4811132,131,50004637,1075883,8,21,7727,293 UNION BLVD,DC24/004/U/TZ,Issued,,,706965,24,293 UNION BLVD,Demolition Control,Demolition Control Application,1075883,"Tara Zhang, BES",To demolish an existing single detached dwelling to redevelop with a single detached dwelling.,,2024/03/01 00:00:00+00,,,,,,,,,20250327,2024/03/27 00:00:00+00,No,,,,,,,,,,,,,Tara.Zhang@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,06dabd8f-46df-4b2e-b869-adf68f67ee65
542821.9243,4814532.7774,132,50003434,1011614,1,31,0,18 STANLEY AVE,DC23/025/S/TZ,Issued,,,699097,23,18 STANLEY AVE,Demolition Control,Demolition Control Application,1011614,"Tara Zhang, BES",Demolition of a single detached dwelling for immediate redevelopment with a new duplex dwelling.,,2023/11/23 00:00:00+00,,,,,,,,,20241211,2023/12/12 00:00:00+00,No,,,,,,,,,,,,,Tara.Zhang@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,aaeb98ae-7f14-4e83-8157-78f57d1a26ac
545330.5057,4804511.2811,133,50040012,1003776,4,42,7751,854 DOON VILLAGE RD,DC24/005/D/TZ,Issued,,,710889,24,854 DOON VILLAGE RD,Demolition Control,Demolition Control Application,1003776,"Tara Zhang, BES",Redevelopment to accommodate 24 townhomes.,,2024/04/11 00:00:00+00,,,,,,,,,20250418,2024/04/18 00:00:00+00,No,,,,,,,,,,,,,Tara.Zhang@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,0fb4553a-275d-4c39-8954-476ec56665d0
543549.9145,4810463.3368,134,50037503,1009772,10,15,7904,299 OTTAWA ST N,DC23/024/O/TZ,Issued,,,698635,23,299 OTTAWA ST N,Demolition Control,Demolition Control Application,1009772,"Tara Zhang, BES",Demolition of single detached dwelling for severance and redevelopment of land with new dwellings.,,2023/11/17 00:00:00+00,,,,,,,,,20241129,2023/11/29 00:00:00+00,No,,,,,,,,,,,,,Tara.Zhang@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,c1dabea8-41dc-4cc6-a468-d1f07471743e
538270.87,4811145.87,135,50003794,1017235,8,21,7727,26 GOLFVIEW PL,DC23/023/G/TZ,Issued,,,697746,23,26 GOLFVIEW PL,Demolition Control,Demolition Control Application,1017235,"Tara Zhang, BES",Demolition for immediate redevelopment with a new single detached dwelling.,,2023/11/07 00:00:00+00,,,,,,,,,20241115,2023/11/20 00:00:00+00,No,,,,,,,,,,,,,Tara.Zhang@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,07a65177-7bf0-4d2a-9a29-2e4cc509aa64
544075.7934,4809000.1478,136,50035807,1016002,3,25,0,96 THIRD AVE,DC24/022/T/AA,Issued,,,723873,24,96 THIRD AVE,Demolition Control,Demolition Control Application,1016002,Arwa Alzoor,Proposed demolition of the existing Single Detached Dwelling with one Additional Dwelling Unit (attached) (duplex dwelling) to facilitate the redevelopment of the site with a Semi-Detached Dwelling each with one Additional Dwelling Unit (attached).   ,,2024/08/20 00:00:00+00,,,,,,,,,20250823,2024/08/23 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,97649717-8bbd-4b84-b7a8-5807af7016e1
547366.2485,4808185.2281,137,50044616,1042933,2,35,7746,7 MORRISON RD,DC24/032/M/AS,Issued,,,729093,24,7 MORRISON RD,Demolition Control,Demolition Control Application,1042933,Adiva Saadat,Proposed demolition of an existing single detached dwelling and detached double garage to allow for the development of a 32 stacked townhouse units.,,2024/10/18 00:00:00+00,,,,,,,,,20251029,2024/10/29 00:00:00+00,No,,,,,,,,,,,,,Adiva.Saadat@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,321dd6a9-83d0-4726-8db0-1c043003f3d6
543478.0581,4809992.1111,138,50025726,1016765,10,15,7904,130 EDMUND RD,DC24/007/E/TZ,Issued,,,712468,24,130 EDMUND RD,Demolition Control,Demolition Control Application,1016765,"Tara Zhang, BES",To allow for the redevelopment of the property with a semi-detached duplex building.,,2024/04/29 00:00:00+00,,,,,,,,,20250628,2024/06/28 00:00:00+00,No,,,,,,,,,,,,,Tara.Zhang@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,6f2106cf-db1c-44ae-815d-35712268a79a
541691.92,4808900.61,139,50023918,1014992,9,17,7730,112 KEHL ST,DC24/027/K/AA,Issued,,,726708,24,112 KEHL ST,Demolition Control,Demolition Control Application,1014992,Arwa Alzoor,Proposed demolition of an existing single detached dwelling to allow for the development of a duplexed semi-detached building with a detached garage. ,,2024/09/18 00:00:00+00,,,,,,,,,20250925,2024/09/25 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,5b23c4e1-ad53-48e1-bead-033692803515
540867.3144,4808346.62,140,50016313,1050505,8,18,0,829 STIRLING AVE S,DC24/026/S/AA,Issued,,,726578,24,829 STIRLING AVE S,Demolition Control,Demolition Control Application,1050505,Arwa Alzoor,"Proposed demolition of an existing single detached dwelling to allow for the development of a semi-detached building, with 3 ADUs (attached) on each side, at this site. ",,2024/09/17 00:00:00+00,,,,,,,,,20250926,2024/09/26 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,eef81082-2142-4e1e-930a-7457b208dc6e
543767.822,4812616.762,141,50001076,1023157,1,22,7748,878 FREDERICK ST,DC24/013/F/BS,Issue Review,,,717897,24,878 FREDERICK ST,Demolition Control,Exemption from Demolition  Control,1023157,Ben Suchomel,,,2024/06/17 00:00:00+00,,,,,,,,,20250618,,No,,,,,,,,,,,,,Ben.Suchomel@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,d079dff0-b0e2-413b-b8f8-f2f56a154798
539640.31,4810708.42,142,50008113,1027207,9,8,7731,50 GAGE AVE,DC24/015/G/AA,Issued,,,720875,24,50 GAGE AVE,Demolition Control,Demolition Control Application,1027207,Arwa Alzoor,Redevelopment - new construction of semi-detached.,,2024/07/16 00:00:00+00,,,,,,,,,20250723,2024/07/23 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,b8d67f0f-5e1f-4c9e-aeef-7f33f6689cb7
539611.9413,4810735.7106,143,50008111,1062921,9,8,7731,62 GAGE AVE,DC24/016/G/AA,Issued,,,721059,24,62 GAGE AVE,Demolition Control,Demolition Control Application,1062921,Arwa Alzoor,Redevelopment to build two new semi-detached dwellings.,,2024/07/18 00:00:00+00,,,,,,,,,20250723,2024/07/23 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,dd381f3d-6819-43c4-9604-9bd3521cefa5
545032.3271,4812607.5983,144,50030039,1018684,1,33,7748,210 HERITAGE DR,DC24/029/H/AA,Issued,,,728046,24,210 HERITAGE DR,Demolition Control,Demolition Control Application,1018684,Arwa Alzoor,Proposed demolition of an existing single detached dwelling and detached garage to allow for future development of 26 stacked townhouse dwellings units.,,2024/10/03 00:00:00+00,,,,,,,,,20251009,2024/10/09 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,d34fa736-3bea-40a5-8619-a6aa69519596
544216.463,4809065.624,145,50035770,1047040,3,25,0,62 FOURTH AVE,DC24/008/F/AA,Issued,,,712679,24,62 FOURTH AVE,Demolition Control,Demolition Control Application,1047040,Arwa Alzoor,To allow for redevelopment of site for new construction of semi-detached building with ADU in basement.,,2024/04/29 00:00:00+00,,,,,,,,,20250509,2024/05/09 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,41d8f10e-2594-4e34-b1bb-c5c43614280e
544377.6918,4809087.4685,146,50036022,1005407,3,25,0,35 FIFTH AVE,DC24/010/F/AA,Issue Review,,,713375,24,35 FIFTH AVE,Demolition Control,Demolition Control Application,1005407,Arwa Alzoor,To demolition a Single detached Dwelling and allow redevelopment of the site with a Single detached Dwelling with 2 ADU (attached) ,,2024/05/06 00:00:00+00,,,,,,,,,20250514,2024/05/14 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,671acc11-af67-4f1c-8020-397635046092
548198.37,4806715.79,147,50041778,1049837,3,41,7735,25 THE KIRKSWAY,DC24/012/T/AA,Issued,,,715822,24,25 THE KIRKSWAY,Demolition Control,Demolition Control Application,1049837,Ben Suchomel,To allow for immediate redevelopment of a new single-family dwelling with attached garage and new septic system.,,2024/05/28 00:00:00+00,,,,,,,,,20250604,2024/06/04 00:00:00+00,No,,,,,,,,,,,,,Ben.Suchomel@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,f62b6de5-1d8f-49d9-8944-2cad974ac271
543716.8209,4811367.3625,148,50021062,1042421,1,22,7748,179 BELLEVIEW AVE,DC24/034/B/AA,Issued,,,730428,24,179 BELLEVIEW AVE,Demolition Control,Demolition Control Application,1042421,Arwa Alzoor,To Demolish Existing Single Detached Dwelling and replace it with Single Detached Dwelling  with 3 ADU (attached) ,,2024/11/01 00:00:00+00,,,,,,,,,20251105,2024/11/05 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,52aa83c2-bd52-4021-8290-cffd2d384864
541784.0214,4808712.6909,149,50023987,1014997,9,17,7730,172 KEHL ST,DC24/014/K/AA,Issued,,,720157,24,172 KEHL ST,Demolition Control,Demolition Control Application,1014997,Arwa Alzoor,To allow immediate redevelopment of the site through a building permit application that have been submitted concurrently with this application. ,,2024/07/10 00:00:00+00,,,,,,,,,20250715,2024/07/15 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,05a7de51-19bc-4b8c-9d21-4765de0f281d
548068.508,4804550.36,150,50040587,1027487,4,43,7753,270 DOON VALLEY DR,DC24/025/D/AA,Issued,,,724084,24,270 DOON VALLEY DR,Demolition Control,Demolition Control Application,1027487,Arwa Alzoor,Proposed demolition of an existing single detached dwelling to allow for the development of a new 9-unit multi-residential building at this site. ,,2024/08/22 00:00:00+00,,,,,,,,,20250903,2024/09/03 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,5b4efd3d-d70a-4a01-9752-115046cd6239
547239.7653,4802739.1638,151,50042344,1023358,4,46,7751,448 NEW DUNDEE RD,DC24/033/N/AS,Issued,,,729572,24,448 NEW DUNDEE RD,Demolition Control,Demolition Control Application,1023358,Adiva Saadat,Proposed demolition of an existing single detached dwelling to allow for the development of 26 residential dwelling units.,,2024/10/23 00:00:00+00,,,,,,,,,20251105,2024/11/05 00:00:00+00,No,,,,,,,,,,,,,Adiva.Saadat@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,93d579de-f392-4c46-987c-db48448a9cad
541394,4813338,152,50004332,1063728,10,11,7905,17 DOWNEY ST,DC24/017/D/AA,Issued,,,721088,24,17 DOWNEY ST,Demolition Control,Demolition Control Application,1063728,Kirsten Hoekstra,Redevelopment to build two new semi-detached dwellings.,,2024/07/18 00:00:00+00,,,,,,,,,20250724,2024/07/24 00:00:00+00,No,,,,,,,,,,,,,Kirsten.Hoekstra@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,d433db68-ba34-4a86-a7b0-12ec7effc56e
542818.2838,4811456.0044,153,50027330,1044787,10,13,7905,267 DUMFRIES AVE,DC24/031/D/AA,Issued,,,729026,24,267 DUMFRIES AVE,Demolition Control,Demolition Control Application,1044787,Arwa Alzoor,Proposed demolition of an existing single detached dwelling to allow for future development of two single detached triplex dwellings units.,,2024/10/17 00:00:00+00,,,,,,,,,20251022,2024/10/22 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,d1550531-3738-4ad2-8a03-e045020d2b9c
541214,4812535,154,50020129,1022100,10,11,7905,578 GUELPH ST,DC24/018/G/AA,Issued,,,722737,24,578 GUELPH ST,Demolition Control,Demolition Control Application,1022100,Arwa Alzoor,"The application is for demolishing the existing Single Detached Dwelling with one Additional 
The dwelling unit (Attached) (duplex) and detached garage
the applicant will be redeveloped by severing the property into two lots. The retained lot will have a Single Detached Dwelling with one Additional Dwelling 
Unit (attached) and two Additional Dwelling Units (detached). The severed lot will have a Single 
Detached Dwelling with one Additional Dwelling Unit (attached) ",,2024/08/06 00:00:00+00,,,,,,,,,20250815,2024/08/15 00:00:00+00,No,,,,,,,,,,,,,Arwa.Alzoor@kitchener.ca,519-741-2426,1-866-969-9994,,,,,,,feb03035-370a-4602-bae4-5831c5e51e2a
540152.6188,4810635.5288,155,50006533,1017930,9,8,7731,200  VICTORIA ST S,ZBA24/007/V/TD,Application,CITY OF KITCHENER,1260848 ONTARIO INC,708860,24,200 VICTORIA ST S,Zoning By-Law Amendment,Combined,1017930,Tim Donegani,City-initiated application - purpose is exempt the property from inclusionary zoning for five years.  Cross-reference OPA24/004/V/TD.,,2024/03/20 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,Tim.Donegani@kitchener.ca,519-741-2426,1-866-969-9994,Application,Application,Status is Step 1:Notice of development sent and feedback requested,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep1.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,38abc1b1-a28a-49df-90b5-eb346339731a
548734.1317,4806594.5325,156,50055918,1059492,3,40,0,4220  KING ST E,ZBA22/005/K/CD,Passed,GSP GROUP INC,"4220 KING STREET (KITCHENER) LIMITED, THE TRICAR GROUP",644349,22,4220 KING ST E & 25 SPORTSWORLD CROSSING RD,Zoning By-Law Amendment,Combined,1059492,"Craig Dumart, MCIP, RPP",For implementation of OPA22/003/K/CD.,,2022/02/09 00:00:00+00,Approved,12/12/2022,,06/07/2022,,12/19/2022,,,,,No,commercial campus,,"COM 3, COM 4",,commercial,mixed use,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_644349.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_644349.pdf,228bf88e-fea4-4793-8107-d9a64ef82d7c
540527.1229,4811802.8126,157,50002588,1017527,10,10,7905,134  SHANLEY ST,ZBA23/013/S/CD,Closed,ARCADIS,2701098 ONTARIO INC,683149,23,134-152 SHANLEY ST,Zoning By-Law Amendment,Removal of Holding Provision,1051149,"Craig Dumart, MCIP, RPP",Removal of Holding Provision 24H.,,2023/05/29 00:00:00+00,Approved.,09/18/2023,,,,09/25/2023,,,20241227,2023/12/27 00:00:00+00,,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,9e3b4d8d-7b0b-44c2-ada8-5447a9f3072c
540952.9001,4805401.2001,158,50039164,1022855,5,54,7926,1295  BLEAMS RD,ZBA20/008/F/AP,Passed,ZELINKA PRIAMO LTD,"WAM FISCHER HALLMAN GP INC, WAM FISCHER HALLMAN GP INC",589706,20,1250-1314 FISCHER HALLMAN RD,Zoning By-Law Amendment,Removal of Holding Provision,1073608,"Andrew Pinnell, MCIP, RPP","This zone change was passed in December 2020 and removed holding provisions related to a establishment of a legal stormwater outlet and preparation of a noise study, in order to allow development to proceed.",,2020/06/18 00:00:00+00,"Approved by Council on December 14, 2020.",12/07/2020,,,,12/14/2020,,,,,No,Mixed Use Two with Special Policy Area 3,,Various zones which include Holding Provisions 83H & 84H,,Vacant Land,Mixed commercial and high density residential land uses.,,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_589706.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,6eb3c7c8-2bf3-45ed-a404-cbbf48045c33
541860.6453,4814976.0753,159,50042495,1000683,1,48,0,104  WOOLWICH ST,ZBA18/009/W/AP,In Circulation,GSP GROUP INC,"1238455 ONTARIO LIMITED, 1238455 ONTARIO LIMITED, 1238455 ONTARIO LIMITED, 1238455 ONTARIO LIMITED",522384,18,104 WOOLWICH ST,Zoning By-Law Amendment,Combined,1000685,"Andrew Pinnell, MCIP, RPP","The proposed change to the Official Plan and Zoning By-law would allow the construction of two, 3.5-storey multiple dwellings (stacked townhouses) with 24 dwelling units each (total of 48 dwelling units).",OP18/007/W/AP,2018/10/05 00:00:00+00,The project has some technical issues. Applicant is preparing revised plans.,,,,,,,,,,No,Low Rise Residential,,Agricultural (A-1),,Vacant / Single Detached Dwelling,Multiple Dwelling (Stacked Townhouses),,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,In Circulation,In Circulation,Status is Step 1:Notice of development sent and feedback requested,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep1.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_522384.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_522384.pdf,dc8688fd-80de-4dd4-b537-b49f5861cda9
542992.8505,4803250.1664,160,55092297,40266941,5,55,7926,  ROCKCLIFFE DR,ZC16/009/R/KA,In Circulation,MHBC PLANNING,FREURE DEVELOPMENTS LIMITED,451231,16,ROCKCLIFFE DR,Zoning By-Law Amendment,Combined,40266941,"Garett Stevenson, MCIP, RPP",To change the zoning from Restricted Business Park (B-2) to residential and natural heritage conservation zones. ,Plan of Subdivision and Official Plan Amendment ,2016/10/17 00:00:00+00,This application has been circulated and staff are working to address comments identified during the review.,,,,,,,,,,No,,,Restricted Business Park (B-2) with Special Use Provision 211U,,Vacant,Residential and natural heritage conservation,,,,,,,Garett.Stevenson@kitchener.ca,519-741-2426,1-866-969-9994,In Circulation,In Circulation,Status is Step 1:Notice of development sent and feedback requested,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep1.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_451231.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_451231.pdf,fb9efe6e-bba0-4971-92fd-454f6b1c72b8
